UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPLCN,APPLCNM,APPLCNW,ADMSSN,ADMSSNM,ADMSSNW,ENRLT,ENRLM,ENRLW,ENRLFT,ENRLFTM,ENRLFTW,ENRLPT,ENRLPTM,ENRLPTW,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR75,SATMT25,SATMT75,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75
100654,1,2,1,2,3,2,1,1,3,9579,3160,6419,8789,2828,5961,1710,652,1058,1704,650,1054,6,2,4,592,35,1251,73,430,510,410,500,15,19,14,20,15,18
100663,1,3,1,1,3,3,1,3,3,8298,2957,5341,6112,2279,3833,2346,909,1437,2304,892,1412,42,17,25,312,13,2159,92,560,680,530,685,22,29,22,32,20,27
100706,1,2,1,3,3,2,1,1,3,5295,2894,2401,4372,2500,1872,1497,964,533,1489,960,529,8,4,4,108,7,1380,92,617,720,620,770,25,31,25,34,24,30
100724,1,3,2,3,3,3,1,1,3,6674,2051,4428,6467,1963,4320,1023,382,641,1004,371,633,19,11,8,275,27,819,80,450,510,430,510,15,19,14,20,15,17
100751,1,2,1,1,3,3,1,1,3,38505,14709,23796,31835,12230,19605,6764,2888,3876,6734,2879,3855,30,9,21,1808,27,4892,72,550,660,530,680,23,31,23,33,21,29
100830,1,2,1,3,3,3,1,1,3,4109,1442,2667,3716,1306,2410,626,238,388,602,228,374,24,10,14,39,6,530,85,470,570,450,580,19,23,19,24,16,22
100858,1,2,1,1,2,3,1,1,3,20205,8572,11633,16300,6997,9303,4808,2330,2478,4761,2305,2456,47,25,22,866,18,3911,81,580,650,570,670,25,31,25,33,23,28
100937,1,5,5,3,5,3,5,5,3,3384,1420,1964,1821,842,979,332,167,165,332,167,165,,,,58,17,246,74,570,660,540,650,22,29,22,30,20,27
101189,1,2,1,3,2,3,1,2,3,1209,572,637,947,492,455,276,159,117,259,148,111,17,11,6,18,7,222,80,500,590,500,570,18,23,17,23,16,22
101365,5,3,1,3,3,3,2,2,1,69,29,40,54,24,30,41,17,24,11,0,11,30,17,13,,,,,,,,,,,,,,
101435,1,2,1,2,2,2,1,1,3,2336,1172,1164,1385,695,690,256,141,115,256,141,115,0,0,0,47,18,228,89,530,595,505,585,17,24,19,24,16,23
101453,5,3,1,3,1,3,1,1,3,17,16,1,4,4,0,4,4,,0,0,,4,4,,0,0,2,50,,,,,1,21,1,20,2,16
101480,1,3,1,3,3,3,1,1,3,10187,3874,6313,5581,2152,3429,1493,608,885,1469,596,873,24,12,12,18,1,1327,89,480,590,450,570,18,24,17,25,16,23
101541,1,2,1,2,2,3,1,5,3,478,0,478,178,,178,47,,47,47,,47,0,,0,1,2,46,98,,,,,17,21,17,23,15,20
101587,2,3,1,2,3,3,1,1,3,7569,2681,4888,2644,938,1706,322,135,187,320,134,186,2,1,1,25,8,297,92,440,520,420,500,18,22,16,21,18,24
101648,1,3,1,1,3,3,1,1,3,1064,692,372,613,438,175,292,213,79,292,213,79,,,,112,42,188,70,560,650,540,650,18,26,17,26,17,26
101693,1,3,5,3,3,3,1,1,3,2696,791,1905,1231,345,886,266,88,178,266,88,178,0,0,0,12,5,254,95,540,590,470,570,20,27,19,28,17,25
101709,1,2,1,2,3,3,1,1,3,5553,1813,3740,2954,936,2018,493,189,304,482,185,297,11,4,7,68,14,456,92,520,620,510,620,20,25,20,27,17,24
101879,1,2,1,2,3,3,1,1,3,2691,925,1766,2389,829,1560,1030,345,685,1020,338,682,10,7,3,45,4,991,96,520,610,495,570,20,26,20,27,17,24
101912,1,3,1,2,2,3,1,2,3,1775,615,1160,1149,384,765,299,127,172,299,127,172,0,0,0,136,45,196,66,450,578,403,530,16,23,15,23,15,21
102049,1,3,1,5,5,3,5,3,3,3912,1306,2606,3259,1028,2231,901,279,622,900,278,622,1,1,0,328,36,758,84,550,640,520,610,23,29,23,32,21,27
102094,1,3,1,3,3,3,1,1,3,6350,2401,3949,4997,1829,3168,1617,604,1013,1600,597,1003,17,7,10,152,9,1523,94,520,620,510,600,20,27,21,29,18,26
102234,1,2,1,2,1,3,5,1,3,7616,2394,5222,3791,1223,2568,292,114,178,292,114,178,0,0,0,56,19,258,88,510,610,515,590,20,25,20,27,18,25
102270,1,3,1,3,3,3,2,1,3,2697,787,1539,889,305,546,235,115,119,231,112,119,4,3,0,,,,,,,,,,,,,,
102368,1,3,1,2,3,3,1,1,2,6146,2298,3848,5382,2006,3376,1679,642,1037,1395,541,854,284,101,183,95,6,1046,62,470,550,460,540,18,24,19,26,17,24
102377,1,2,1,2,2,2,1,1,3,10750,3326,7424,5561,1636,3925,526,188,338,513,181,332,13,7,6,298,57,338,65,460,558,420,540,18,23,17,24,16,22
102553,5,5,1,2,3,3,2,1,5,3673,1605,2068,3047,1344,1703,1356,613,743,1007,474,533,349,139,210,,,,,,,,,,,,,,
102614,1,3,1,3,3,3,1,1,3,1383,604,779,1051,460,591,686,307,379,539,262,277,147,45,102,273,40,261,38,520,650,510,630,17,25,15,25,17,25
102632,1,3,1,2,3,2,2,1,3,492,171,321,298,110,188,172,68,104,109,46,63,63,22,41,,,,,,,,,,,,,,
102669,1,3,1,2,3,3,3,1,3,353,100,253,315,90,225,52,14,38,48,12,36,4,2,2,,,,,,,,,,,,,,
104151,2,2,1,2,3,3,1,1,2,34188,17947,16241,29562,15231,14331,10044,5455,4589,9977,5420,4557,67,35,32,5801,58,5857,58,560,670,560,690,22,28,21,29,22,28
104179,1,3,1,2,3,2,5,5,3,40854,17880,22974,34558,14856,19702,7683,3281,4402,6036,2696,3340,1647,585,1062,3932,51,3821,50,560,670,550,690,21,29,20,29,20,28
104586,5,5,1,1,1,3,5,1,3,3752,2633,1119,2465,1747,718,754,532,222,752,532,220,2,0,2,,,,,,,,,,,,,,
104717,1,3,1,3,3,3,2,1,3,37456,12055,22985,28818,10023,18785,6659,2285,4374,5679,1993,3686,980,292,688,,,,,,,,,,,,,,
105330,1,3,1,3,3,3,2,1,3,36810,13050,23760,31248,10755,20493,5455,2060,3395,4772,1717,3055,683,343,340,,,,,,,,,,,,,,
105589,1,3,1,2,1,3,5,1,3,232,64,168,226,60,166,51,16,35,50,16,34,1,0,1,,,,,,,,,,,,,,
105899,1,3,1,3,3,3,1,1,3,421,311,110,286,210,76,222,164,58,219,163,56,3,1,2,110,50,113,51,450,550,440,530,15,21,14,20,16,20
106245,1,3,1,2,3,3,1,1,3,2019,763,1256,1329,501,828,584,242,342,563,235,328,21,7,14,1,1,500,92,,,,,19,25,19,26,17,25
106342,1,3,3,2,3,3,1,3,3,2394,1400,994,1063,623,440,173,98,75,173,98,75,,,,17,10,156,90,520,620,520,580,21,26,20,27,21,25
106397,1,5,1,5,3,3,1,5,3,17913,7305,10608,13809,5574,8235,4605,2081,2524,4564,2062,2502,41,19,22,1178,26,4105,89,570,650,550,650,23,30,23,31,22,28
106412,1,2,1,2,3,3,1,1,3,5136,1915,3221,2257,814,1443,488,217,271,481,215,266,7,2,5,76,16,412,84,440,530,450,520,16,20,15,21,16,19
106458,1,2,1,2,3,3,1,1,3,4689,1907,2782,3747,1506,2241,1395,571,824,1352,549,803,43,22,21,34,2,1330,95,510,610,503,610,21,27,21,29,19,26
106467,1,2,1,2,3,3,2,1,3,7228,3010,4218,6848,2829,4019,2091,996,1095,1989,960,1029,102,36,66,,,,,,,,,,,,,,
106546,1,3,1,3,1,3,1,1,1,6,2,4,6,2,4,5,2,3,5,2,3,,,,0,0,5,100,,,,,18,24,17,24,16,24
106704,1,3,3,2,3,3,1,1,3,5397,1949,3448,4880,1715,3165,1840,686,1154,1838,686,1152,2,0,2,48,3,1757,95,490,580,470,580,21,27,21,29,19,25
106713,1,1,1,2,3,3,1,1,3,530,266,264,212,105,107,105,53,52,105,53,52,0,0,0,11,10,95,90,418,520,440,543,17,22,18,22,17,22
107044,2,2,1,2,1,3,1,1,3,1834,798,1036,1125,500,625,804,350,454,800,348,452,4,2,2,275,34,664,83,540,640,520,630,21,29,22,32,20,27
107071,1,1,1,3,3,3,1,1,3,3879,1413,2466,2934,1056,1878,791,340,451,785,338,447,6,2,4,38,5,753,95,480,568,483,558,19,24,19,25,17,24
107080,1,5,1,1,5,3,5,3,3,1628,794,834,1139,539,600,284,140,144,284,140,144,0,0,0,76,27,257,90,580,690,570,670,26,32,25,35,24,29
107141,1,2,1,2,1,3,1,1,3,1176,388,788,891,311,580,319,129,190,319,129,190,,,,44,14,268,84,540,640,520,620,23,29,23,32,22,27
107512,1,2,1,2,3,2,1,1,3,2538,954,1584,1559,568,991,441,179,262,441,179,262,0,0,0,107,24,389,88,530,630,530,620,21,28,21,31,19,27
107558,1,2,1,2,2,3,5,5,3,1855,698,1157,931,355,576,209,101,108,209,101,108,,,,31,15,137,66,450,510,420,540,18,23,16,23,17,23
107585,3,3,1,3,3,3,2,1,1,1274,530,744,962,397,565,487,197,290,389,168,221,98,29,69,,,,,,,,,,,,,,
107877,1,5,1,3,3,3,1,1,3,1036,453,583,609,255,354,198,98,100,198,98,100,0,0,0,6,3,192,97,440,460,510,530,18,23,17,23,16,22
107983,1,1,1,2,3,3,1,1,3,3870,1545,2325,2518,983,1535,833,389,444,832,388,444,1,1,0,6,1,832,100,458,600,508,568,18,24,18,25,17,24
108852,5,3,5,3,1,1,3,3,3,288,112,176,226,83,143,92,38,54,92,38,54,,,,,,,,,,,,,,,,,
109086,3,3,3,3,1,1,3,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
109651,2,3,1,2,5,1,3,1,3,1015,360,655,719,222,497,266,98,168,266,98,168,,,,,,,,,,,,,,,,,
109785,1,2,1,2,1,3,5,2,3,8192,2856,5334,5528,1818,3710,692,241,451,688,239,449,4,2,2,595,86,212,31,520,630,510,630,20,26,19,27,18,26
110097,1,3,1,2,3,3,1,1,3,4216,1399,2817,2945,972,1973,907,341,566,896,335,561,11,6,5,714,80,294,33,550,660,530,650,21,28,21,29,19,27
110361,1,2,1,2,1,3,1,2,3,8241,2843,5398,6451,2211,4240,1523,559,964,1491,546,945,32,13,19,1365,90,481,32,500,610,490,600,18,24,17,24,17,24
110370,1,3,1,2,1,1,3,1,3,2578,685,1893,2192,558,1634,248,74,174,248,74,174,0,0,0,,,,,,,,,,,,,,
110404,2,2,1,1,1,3,1,1,3,8367,6011,2356,537,272,265,235,132,103,235,132,103,,,,186,79,98,42,740,760,790,800,35,36,35,36,35,36
110413,1,2,1,1,1,3,1,1,3,6175,2585,3590,4410,1778,2632,647,303,344,647,303,344,,,,547,85,188,29,540,630,530,620,21,27,21,27,19,27
110422,1,3,1,1,3,3,1,3,3,54072,28008,26064,15366,7012,8354,4613,2282,2331,4602,2275,2327,11,7,4,3606,78,2214,48,620,700,620,740,26,32,26,34,26,32
110468,1,3,1,3,3,3,3,2,3,15,5,10,10,3,7,3,0,3,0,,0,3,,3,,,,,,,,,,,,,,
110486,1,3,1,1,3,3,2,3,3,12935,5472,7463,10440,4227,6213,1561,579,982,1545,575,970,16,4,12,,,,,,,,,,,,,,
110495,1,3,1,1,3,3,2,3,3,8764,3255,5509,7825,2828,4997,1568,527,1041,1505,507,998,63,20,43,,,,,,,,,,,,,,
110510,1,3,1,1,3,3,1,3,3,16311,6191,10120,11183,4012,7171,2885,1089,1796,2846,1071,1775,39,18,21,2816,98,1050,36,460,550,450,540,15,19,14,19,16,19
110529,1,3,1,1,3,3,1,3,3,39726,20958,18768,21687,10044,11643,3694,1867,1827,3643,1839,1804,51,28,23,3520,95,858,23,500,620,510,650,19,27,18,27,18,27
110538,1,3,1,1,3,3,1,3,3,25908,11265,14643,18740,7527,11213,2561,1116,1445,2539,1107,1432,22,9,13,2305,90,716,28,500,600,490,590,18,24,16,23,17,24
110547,1,3,1,1,3,3,2,3,3,20864,8537,12327,16066,6101,9965,2533,960,1573,2414,905,1509,119,55,64,,,,,,,,,,,,,,
110556,1,3,1,1,3,3,1,3,3,18123,7538,10585,10501,4121,6380,3334,1376,1958,3279,1345,1934,55,31,24,3235,97,1002,30,470,570,470,560,16,22,15,22,16,22
110565,1,3,1,1,3,3,1,3,3,50105,20677,29428,26398,10163,16235,4778,1940,2838,4692,1904,2788,86,36,50,4579,96,1260,26,510,600,520,600,19,24,17,24,18,25
110574,1,3,1,1,3,3,2,3,3,16195,6291,9904,12338,4612,7726,1438,556,882,1424,548,876,14,8,6,,,,,,,,,,,,,,
110583,1,3,1,1,3,3,1,3,3,71355,29104,42251,28019,10714,17305,5161,2137,3024,5066,2103,2963,95,34,61,4928,95,1217,24,520,620,520,630,20,26,19,26,19,26
110592,1,3,1,1,3,3,1,3,3,33641,13883,19758,16084,6229,9855,3287,1411,1876,3229,1386,1843,58,25,33,3163,96,1101,33,450,540,440,540,15,20,14,20,16,19
110608,1,3,1,1,3,3,1,3,3,30661,13463,17198,18194,7430,10764,4792,2055,2737,4757,2039,2718,35,16,19,4501,94,1019,21,460,570,450,560,16,22,15,22,16,22
110617,1,3,1,1,3,3,1,3,3,27576,11399,16177,22685,9060,13625,4175,1765,2410,4100,1731,2369,75,34,41,3933,94,1083,26,470,570,470,570,16,22,15,22,16,22
110635,1,3,1,1,5,3,1,2,3,87847,42497,44900,14278,6019,8259,6455,2897,3558,6423,2888,3535,32,9,23,5272,82,2703,42,650,740,680,790,31,35,29,35,28,35
110644,1,3,1,1,3,3,1,1,3,78093,35769,42324,30358,12130,18228,5957,2129,3828,5896,2110,3786,61,19,42,5325,89,2312,39,580,680,590,730,24,32,22,32,23,29
110653,1,2,1,1,3,3,1,1,3,95565,44064,51501,25360,10967,14393,6069,2596,3473,6053,2590,3463,16,6,10,5513,91,2188,36,570,670,600,750,24,33,22,32,22,31
110662,1,3,1,1,3,2,1,2,3,111321,50976,60345,13720,5933,7787,5920,2337,3583,5909,2334,3575,11,3,8,4802,81,2718,46,650,740,650,790,29,35,28,35,27,34
110671,1,3,1,1,3,3,1,1,3,49515,21898,27617,27984,12056,15928,4766,2205,2561,4740,2194,2546,26,11,15,4464,94,1646,35,570,650,560,680,23,30,21,29,21,28
110680,1,3,1,1,3,3,1,1,3,99114,45333,53781,31200,14326,16874,6015,3013,3002,6003,3008,2995,12,5,7,5361,89,2340,39,620,710,630,780,26,34,25,34,25,33
110705,1,3,1,1,3,3,1,1,3,93446,41895,51551,27626,11715,15911,4935,2155,2780,4928,2151,2777,7,4,3,4288,87,1828,37,620,710,610,770,27,34,25,34,26,32
110714,1,3,1,1,3,3,1,1,3,55796,25056,30740,28629,12825,15804,3712,1942,1770,3700,1935,1765,12,7,5,3231,87,1292,35,600,670,600,710,26,32,24,32,24,29
110918,1,3,1,2,1,3,2,1,3,1,0,1,1,,1,1,,1,1,,1,0,,0,,,,,,,,,,,,,,
111081,5,5,1,5,1,1,3,1,3,2267,771,1496,573,197,376,216,87,129,215,87,128,1,0,1,,,,,,,,,,,,,,
111188,1,3,1,1,3,3,2,3,3,1421,1052,369,1083,772,311,190,154,36,190,154,36,,,,,,,,,,,,,,,,,
111948,1,2,1,1,1,1,1,1,3,14273,5509,8764,7943,2969,4974,1768,664,1104,1760,659,1101,8,5,3,1225,69,737,42,600,680,590,700,25,31,25,34,24,28
111966,1,3,1,2,3,3,5,1,3,550,73,247,174,36,137,13,3,10,11,3,8,2,0,2,7,54,0,0,403,495,410,470,,,,,,
112075,1,5,1,5,5,5,1,2,3,3727,1342,2385,2639,897,1742,342,156,186,342,156,186,,,,264,77,121,35,490,600,500,610,18,25,18,25,17,25
112084,1,3,1,3,2,3,5,1,2,333,137,192,184,86,98,63,37,26,61,35,26,2,2,0,37,61,14,23,470,600,460,570,17,23,15,23,16,23
112260,2,2,1,1,1,3,1,3,3,6066,2872,3194,625,291,334,328,155,173,328,155,173,0,0,0,185,56,173,53,670,730,690,780,31,34,32,35,29,34
112394,2,3,1,3,2,1,2,1,3,458,338,120,226,166,60,31,23,8,18,12,6,13,11,2,,,,,,,,,,,,,,
113582,1,5,1,3,1,5,3,1,3,15,2,13,13,2,11,8,1,7,7,1,6,1,0,1,,,,,,,,,,,,,,
113698,1,2,1,2,1,2,1,1,3,2033,544,1489,1857,494,1363,330,128,202,326,124,202,4,4,0,265,82,84,26,520,610,510,610,20,25,19,24,19,25
114354,1,2,1,2,1,1,2,1,3,1849,321,1528,670,117,553,426,88,338,416,80,336,10,8,2,,,,,,,,,,,,,,
114390,1,2,1,2,1,1,2,1,3,165,37,128,67,12,55,42,7,35,42,7,35,0,0,0,,,,,,,,,,,,,,
114813,1,2,1,3,1,3,1,1,3,964,305,659,637,220,417,177,64,113,175,63,112,2,1,1,167,94,45,25,470,580,460,570,16,24,15,22,16,23
115409,5,5,1,1,1,3,1,1,3,4045,2815,1230,553,260,293,224,113,111,224,113,111,,,,165,74,98,44,710,770,780,800,33,35,35,36,34,36
115728,1,2,1,2,1,3,1,1,3,2441,840,1601,1544,475,1069,162,56,106,161,56,105,1,0,1,126,78,35,22,280,330,440,550,18,21,18,22,17,22
115755,1,3,1,1,3,3,1,3,3,15178,6896,8282,13989,6347,7642,823,335,488,815,334,481,8,1,7,736,89,267,32,490,610,480,590,17,25,16,25,17,24
116712,1,3,1,3,3,3,3,1,3,22,5,17,22,5,17,6,3,3,0,0,0,6,3,3,,,,,,,,,,,,,,
117104,1,3,1,3,1,3,1,1,3,139,58,81,127,52,75,77,34,43,74,31,43,3,3,0,60,78,13,17,460,572,430,540,15,19,13,20,15,18
117140,1,2,1,1,1,2,5,1,3,6864,2519,4345,3763,1355,2408,495,197,298,490,195,295,5,2,3,452,91,102,21,520,600,520,590,19,24,18,25,17,23
117168,1,3,1,3,2,1,2,1,3,431,92,339,349,65,284,139,20,119,134,20,114,5,0,5,,,,,,,,,,,,,,
117627,1,3,1,1,3,3,1,1,3,5399,1892,3507,2980,979,2001,334,114,220,333,113,220,1,1,0,321,96,71,22,460,580,450,570,16,24,13,26,16,24
117751,1,2,1,1,1,3,5,1,3,660,317,343,443,213,230,199,94,105,196,93,103,3,1,2,,,,,,,,,,,,,,
117946,1,2,1,1,1,3,1,1,3,18592,7425,11167,8150,3378,4772,1467,702,765,1466,702,764,1,0,1,1016,69,596,41,620,700,610,710,27,31,27,34,25,30
118198,3,3,3,3,1,1,3,3,1,58,12,46,47,10,37,43,9,34,43,9,34,,,,,,,,,,,,,,,,,
118693,1,2,1,1,1,3,3,1,3,3039,1379,1660,1906,860,1046,240,121,119,239,120,119,1,1,0,,,,,,,,,,,,,,
118888,1,2,1,2,1,3,5,1,3,1064,28,1036,807,1,806,137,0,137,134,,134,3,,3,47,34,28,20,505,675,500,615,19,29,21,32,18,25
119173,1,2,1,2,1,3,1,1,3,2165,60,2105,1941,41,1900,402,16,386,401,16,385,1,0,1,370,93,65,16,470,590,450,580,17,22,,,,
119270,2,3,1,2,2,1,2,1,1,620,496,124,426,345,81,251,192,59,193,146,47,58,46,12,,,,,,,,,,,,,,
119605,1,5,5,3,3,5,5,1,3,171,92,79,153,84,69,24,8,16,11,5,6,13,3,10,2,8,0,0,370,600,380,570,,,,,,
119775,1,3,1,3,3,1,3,1,3,61,29,32,60,28,32,16,6,10,16,6,10,0,0,0,,,,,,,,,,,,,,
120166,1,3,1,3,3,3,1,1,3,4,4,0,1,1,,0,0,,,,,,,,,,,,,,,,,,,,,
120184,1,2,1,2,5,3,1,1,3,1810,654,1156,1809,653,1156,120,43,77,120,43,77,,,,95,79,36,30,450,550,440,530,17,20,15,20,16,19
120254,5,5,1,2,1,3,1,1,3,7501,2910,4591,2752,1038,1714,562,252,310,562,252,310,,,,383,68,255,45,650,730,650,750,28,32,30,35,26,31
120403,5,3,5,2,5,1,5,1,3,2442,631,1811,1909,449,1460,274,71,203,274,71,203,0,0,0,1,0,25,9,,,,,23,29,23,31,20,28
120537,1,5,1,2,1,3,1,1,3,685,258,427,252,91,161,109,44,65,109,44,65,0,0,0,89,82,34,31,450,530,460,540,16,23,14,23,19,23
120661,3,3,1,3,2,3,3,3,1,332,76,256,302,69,233,174,38,136,174,38,136,0,0,0,,,,,,,,,,,,,,
120768,1,1,1,5,5,3,3,5,5,333,39,294,17,1,16,0,0,0,,,,,,,,,,,,,,,,,,,,
120865,1,2,1,2,5,2,1,1,3,1658,606,1052,884,336,548,169,68,101,169,68,101,0,0,0,128,76,45,27,470,600,460,590,17,25,17,24,16,24
120883,1,3,1,2,2,3,1,1,3,13096,4979,8117,8592,3272,5320,808,363,445,808,363,445,0,0,0,690,85,248,31,550,660,570,700,23,31,22,33,22,30
121150,1,3,1,2,1,3,1,1,3,12764,4598,8166,4049,1632,2417,726,335,391,724,334,390,2,1,1,502,69,298,41,610,700,620,750,27,32,28,35,25,30
121257,1,3,1,2,1,3,3,1,3,4415,1420,2995,605,240,365,276,111,165,276,111,165,0,0,0,,,,,,,,,,,,,,
121309,1,2,1,1,1,3,1,1,3,3277,1009,2268,2414,863,1551,612,205,407,611,205,406,1,0,1,454,74,286,47,580,650,560,660,24,29,23,31,23,28
121345,5,5,1,1,1,3,1,1,3,10401,4067,6334,770,382,388,416,188,228,416,188,228,0,0,0,267,64,210,50,690,750,700,790,32,35,34,36,29,35
121691,1,5,1,5,1,3,1,1,3,4621,1936,2685,3531,1429,2102,723,280,443,720,277,443,3,3,0,546,76,176,24,540,640,530,630,23,28,22,29,20,26
122409,1,3,1,1,3,3,1,3,3,70048,29050,40998,23905,9580,14325,5275,2149,3126,5189,2116,3073,86,33,53,4527,86,1984,38,560,650,550,670,22,29,21,29,21,27
122436,1,2,1,1,1,3,1,1,3,13755,5515,8240,6697,2499,4198,1142,449,693,1141,449,692,1,0,1,788,69,489,43,600,680,590,690,26,31,26,33,24,29
122454,1,3,1,3,2,1,3,1,3,269,79,190,243,62,181,32,9,23,32,9,23,0,0,0,,,,,,,,,,,,,,
122506,1,2,1,2,1,1,3,1,3,475,258,217,226,126,100,61,37,24,61,37,24,,,,,,,,,,,,,,,,,
122597,1,3,1,1,3,3,1,3,3,34629,13399,21230,23307,9051,14256,3694,1531,2163,3517,1448,2069,177,83,94,3240,88,773,21,470,580,470,570,17,23,16,23,16,22
122612,1,3,1,1,1,3,5,1,3,21867,6854,15013,14086,4470,9616,1293,490,803,1291,489,802,2,1,1,1013,78,446,35,570,660,560,670,23,29,23,32,22,28
122728,1,2,1,2,5,3,1,5,3,775,303,472,504,202,302,194,77,117,191,75,116,3,2,1,157,86,48,26,480,610,470,600,18,25,17,25,17,24
122755,1,3,1,1,3,3,1,3,3,35307,17435,17872,22446,9939,12507,3964,1913,2051,3867,1859,2008,97,54,43,3691,93,915,23,510,620,510,640,18,27,17,26,17,26
122931,1,5,1,1,1,3,1,1,3,16300,7737,8563,7958,3612,4346,1391,681,710,1388,679,709,3,2,1,942,68,600,43,630,700,650,740,28,32,,,,
123165,1,5,1,2,1,3,1,1,3,3022,0,3022,967,,967,283,,283,283,,283,0,,0,176,62,144,51,673,740,660,750,30,33,32,35,27,32
123280,1,2,1,3,1,3,2,1,3,2,1,1,2,1,1,1,1,0,1,1,,0,0,,,,,,,,,,,,,,,
123457,1,2,1,2,5,3,1,1,3,648,224,424,339,117,222,109,48,61,109,48,61,,,,82,75,50,46,460,580,470,560,17,23,17,23,16,24
123554,1,2,1,1,1,3,1,1,3,6069,2295,3774,4916,1834,3082,517,228,289,517,228,289,,,,368,72,199,39,540,630,520,610,22,28,22,31,19,26
123572,1,3,1,1,3,3,1,3,3,15094,5488,9606,13764,4885,8879,1551,528,1023,1531,518,1013,20,10,10,1427,92,463,30,490,590,480,580,17,23,16,23,16,23
123651,1,2,1,2,5,3,1,1,3,3976,997,2979,1966,503,1463,484,149,335,484,149,335,0,0,0,421,87,133,27,490,590,480,570,18,24,,,,
123679,3,3,1,3,2,3,3,3,1,481,177,304,458,161,297,117,40,77,117,40,77,0,0,0,,,,,,,,,,,,,,
123961,1,3,1,1,1,1,1,1,3,66198,30614,35584,7558,3535,4023,3168,1437,1731,3167,1436,1731,1,1,0,2138,68,1337,42,670,740,690,790,31,34,32,35,28,34
124292,1,5,1,1,1,5,1,5,5,204,88,116,161,72,89,117,51,66,117,51,66,,,,89,76,28,24,590,710,560,680,26,31,26,35,24,27
124706,3,3,1,3,2,3,3,3,1,350,76,274,324,73,251,165,33,132,165,33,132,0,0,0,,,,,,,,,,,,,,
124937,3,3,1,3,2,3,3,3,1,267,61,206,244,56,188,92,17,75,92,17,75,0,0,0,,,,,,,,,,,,,,
125727,1,2,1,1,1,3,1,1,3,3074,1015,2059,1992,692,1300,406,156,250,406,156,250,0,0,0,308,76,176,43,560,670,540,660,21,30,22,33,20,29
125763,1,3,1,1,1,3,5,1,3,7233,2784,4449,4131,1574,2557,493,218,275,493,218,275,0,0,0,388,79,142,29,528,620,510,600,20,26,,,,
125897,1,3,1,2,5,2,5,5,3,1907,700,1207,1265,469,796,203,105,98,202,104,98,1,1,0,105,52,24,12,470,620,470,600,17,27,16,28,17,25
126076,3,3,3,1,1,3,3,3,3,76,76,0,62,62,,56,56,,56,56,,,,,,,,,,,,,,,,,,
126182,1,1,1,2,3,3,1,2,3,1765,719,1046,1749,711,1038,399,190,209,371,168,203,28,22,6,284,71,118,30,450,550,440,540,17,22,15,21,16,22
126359,1,3,1,3,3,3,3,3,2,578,24,554,81,5,76,64,3,61,64,3,61,,,,,,,,,,,,,,,,,
126562,1,3,1,2,3,3,1,1,3,9565,3594,5971,6438,2396,4042,1585,692,893,1462,632,830,123,60,63,1328,84,404,25,500,620,500,600,20,27,20,27,18,26
126580,2,2,1,2,2,2,1,2,3,6728,2883,3845,5866,2488,3378,1772,825,947,1695,793,902,77,32,45,1568,88,529,30,510,620,510,610,21,26,20,25,19,26
126614,1,2,1,1,2,3,1,1,3,40677,20160,20517,31872,15399,16473,7113,3604,3509,7031,3563,3468,82,41,41,5148,72,3371,47,580,670,560,690,25,31,24,32,24,29
126678,2,2,1,2,1,3,2,2,3,9456,3777,5679,1277,544,733,535,246,289,535,246,289,,,,,,,,,,,,,,,,,
126687,3,3,1,3,2,3,3,3,1,419,46,373,258,31,227,107,16,91,107,16,91,,,,,,,,,,,,,,,,,
126775,1,2,1,1,5,3,1,1,3,11756,8024,3732,6240,3754,2486,1282,847,435,1279,844,435,3,3,0,1034,81,752,59,620,710,540,750,27,33,25,34,27,33
126784,3,3,1,3,3,3,3,3,3,71,68,3,71,68,3,57,56,1,57,56,1,,,,,,,,,,,,,,,,,
126818,1,2,1,2,1,3,1,1,3,28319,11842,16477,23038,9440,13598,5218,2252,2966,5079,2186,2893,139,66,73,4153,80,2229,43,540,650,530,640,23,29,22,29,22,27
127060,1,2,1,2,1,3,5,1,3,21028,9048,11980,12345,5221,7124,1351,580,771,1337,572,765,14,8,6,739,55,743,55,590,670,580,680,26,31,25,33,24,29
127185,1,5,1,3,3,2,1,1,3,3757,1516,2241,3433,1377,2056,761,356,405,747,349,398,14,7,7,399,52,493,65,500,610,480,590,17,23,16,23,17,23
127556,1,2,1,2,2,3,1,1,3,8845,3649,5177,6917,2866,4036,2069,972,1092,1942,915,1022,127,57,70,1699,82,587,28,470,590,460,580,18,25,17,24,17,25
127565,1,1,1,2,3,3,1,1,3,13583,5267,8316,8326,3313,5013,2286,1040,1246,1879,854,1025,407,186,221,1924,84,350,15,450,560,440,550,17,23,16,23,16,23
127653,1,3,1,2,5,3,3,1,3,135,37,98,133,35,98,30,9,21,27,8,19,3,1,2,,,,,,,,,,,,,,
127741,1,2,1,2,3,3,1,1,3,9275,3087,6188,8425,2665,5760,1812,593,1219,1798,585,1213,14,8,6,1599,88,441,24,490,610,480,590,19,26,18,26,17,25
